Video File,Transcription
tt0204946.mp4," Let's hear it for the five time national cheerleading champions, the Mighty Tauros! Bang, bang, choo, choo, track, let me see you do your thang! You are cheerleaders. Cheerleaders are dancers who have gone retarded. Jan's got spirit. How about you? Dude, you just lost. Ever been to a cheerleading competition? We're the best. We have fun, we work hard, and we win national championships. We have a problem. About what? You ripped off those cheers. We've had the best squad around for years, but no one's been able to see what we can do. We're in trouble. But you better believe all that's gonna change this year. I swear I had no idea. Do you think a white girl came up with those moves? This isn't about cheating. This is about winning. Can we just beat these buffies down so I can go home? We might have to have a rumble. I'll take out Famous Losers for $200. Shut up, moron! You wanna make it right? Then when you go to nationals, bring it. That way, when we beat you, we'll know it's because we're better. I'll bring it. Don't worry. We need a new routine, something amazing and fresh. You've been saying we're the best. Now it's time to put up or shut up. Let's do this. Maybe we should join the squad."
tt0206275.mp4," I've got something for you. It's for love, not luck. Mom. Because you dance like an angel. Excuse me, are you Sarah Johnson? Your mother's been involved in an automobile accident. Hey, you dance? I used to. Guess who's coming? Guess it was pretty tough, leaving all your friends, having to say all those goodbyes. Cool outfit. Slammin', slammin' outfit. Sarah, how you get your legs to twist like that? I used to dance. You used to dance. It's really not a big deal. I think it is. You should hit steps with us tomorrow night. Steps ain't no square dance. That's alright, I dance in circles, probably around you. Oh, I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. Look at you. It seems like they're letting anybody in. Quit it, Nicky. I am walking on eggshells just because you brought the Brady Bunch to the Negro Club. I'm supposed to be dizzy by now, remember? All those circles you danced around me. Oh, sorry. Sorry. What's she doing? Two-stepping. Maybe you want a hook up sometime to work on your moves? Yeah, sure. If you want. Make that sound with me. Make that sound. Ugh. What, you sitting down for tea or something? Just slouch a little, just slouch. You act like you don't know who you are no more, Derek. I don't get you two. I mean, come on, Malachi is scary. You don't have to understand. He's my friend, Sarah. I called Juilliard for an application. They're holding auditions next month. Then let's get ready then. I see some SCX in those HIVs, alright? I used to practice three or four hours a day. Never gonna be ready in time. What do you want? Do you want Juilliard? What I want is to wake up and see my mom again. It was my stupid dream and all she wanted was for it to come true. And I bet you it still wanted to come true. You can do this. It's how you were born to do it. Now show me some attitude. Now I'm cool enough. You're almost there."
tt0206314.mp4," If you had a car, you could pick me up in Colorado. We could have an adventure, you know, the two of us. You'd want that. How far would you go for the girl you've always wanted? Sexy choice. Vintage, 1971. How much would you do for a brother in need? Thank you for coming. You're welcome. Thank you. I'll drop him off in Denver. I'll see you tomorrow. Burger one, man. This is like a prehistoric internet or something. Can you do a woman's voice? How much fun could you have? Hey there, this is Candy Cane. Who's this? Rusty Nail. If I were there, Rusty Nail, I'd make you feel good. This is turning me on. When the joke... I'll be at the Lone Star Motel. What room? Room 17. I can't wait. This is awesome! ...is now on you. Who the hell is it? We had a little incident here last night. The victim was staying in room 17. What happened to him? Ripped his jaw. Clean off. You guys ready for an adventure or what? Everything you say... Candy Cane... We saw what you did to that guy. You pathetic, lonely, freak show... ...will come back to haunt you. You really should get that fixed. Get what fixed? That tail light. Everything you see is going to terrify you. Everything you hear... Who's the pretty girl? He's watching us! ...is going to drive you... Go, go! ...over the edge. I'll leave it alone! Please! We'll do whatever you want! I want you two to head inside naked. So how does it feel to be the freak in the room? I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. Hey, we're sorry! Why are you doing this? This is for fun. Just for a laugh. You don't feel like getting together in a motel later. Room 17. Do not be one minute late. Open the door! Open the door! So you still good or need me to drive?"
tt0206420.mp4," Love, Love, Love. Women in love with rotten guys. Are you one of them? Are you hooked on a handsome, charmingplane? Strutting peacock, who makes wonderful love. But keeps you hidden away in a small, dark kitchen? When Isabella got burned by love, it was time to move out and move on. You are gonna learn to be on your own. So instead of getting mad, she's getting famous. A cooking show. I am Isabella Oliveira and this is Passion Food. Please, please, stop, stop! Cameron loves it. Make sure your tomatoes are full and plump. I've really got to start wearing my hair down. Yes! Now she has to make a choice. That's my wife! This is the husband. And things are heating up. Too hot for you? Critics are calling Woman on Top a wonderful romantic comedy. You're gonna change my life. My friend, you have a lot to learn about women. Will you take me out tonight? Give me another chance. Your mouth will water. Wow. You look beautiful. Like the air, like the wind, like a fish. Not like a... Your lips will burn. Kiss me. Isabella. Oh, my God. Your heart will race. Penelope Cruz. Woman on Top. That much butter could kill a guy."
tt0208092.mp4," ... ... The ranking four Venus has a diamond the size of a fist. 86 carats. Do you know something about that? She's...it's flawless. Where? London. London. You know, fish, chips, couple tea, Mary Poppins, London. What do I know about diamonds? I'm a boxing promoter. I've got a bare knuckle fight. I want to use the pike in. Fetch your back, Sir Leo. Can't you talk? Ah. What? You're going to have to repeat that. Fetch your back, Sir Leo. Can't you talk? You what? What is a gun doing in your trousers? Protection. Protection from what? The Germans. I'll put the case in. Give me the stone. The only man who knew the combination. You just shot. I'm getting heartburn. Tony, do something terrible. Where is the stone? Heavy. Shut up and sit down, you big boss. So what's your back, buddy? You can call me Susan if it makes you happy. I don't care if it's Mohammed, Aymar, Bruce Lee. You're going down in the fourth round. Whoops. Anything to declare? Yeah. Don't go to England. Ah, the status of our foreign furniture. And scarlet cushions with matching shot-claw coordinates. Do you understand the single word he just said? No."
tt0209958.mp4, Can I ask you something have you ever heard of Wayland's infraction We work here. Do you take it home in this? The first few minutes will be very disorienting remember to stay calm focused Instincts play a very important part here. So trust me you've read her file hit her with something personal And remember it's not real I Won't stop playing around
tt0210299.mp4," It was in the merry month of May, when all gay flowers were blooming, Sweet William on his deathbed lay, for the love of Barbara Allen. Hey ladies, where did you learn that song? My granny gave it to me. What on earth are you doing in such a dreadful place? I made great discoveries. Old English balance. And I am going to be the first to publish them. Now, nice enough. My intention is to exalt the fine music of these mountains. It means to lift up. You mean exploit. It means to steal. First it was coal and lumber companies coming in here, now they want to take our music too. The only way to preserve our way of life up here, is to keep your way of life down there. The ballads are precious musical legacy. No one knows that these songs are being sung right here in the mountains of America. I believe that you can win public sentiment over with your music. We're not really interested in what you people out there think about us. Lily! I'm not risking life and limb. Please don't, Willis. Don't run in where you don't belong. Ah! I have never been anywhere where the music is as much a part of life as it is here. It's beautiful. Come with me. I'm a Janxford woman, Lily. I'm not your average woman. When I first come to this country In 1849 I saw many fair lovers You made most of us feel real proud. In the verse of mine I viewed it all I have never heard such, such singing. A stranger ran all the way from home"
tt0210945.mp4," You smiling? Why are you smiling? Football's fun? You think football is fun? Yes, no. No? Sir, it was fun. Not anymore though, is it? Is it? No, it's not fun anymore, not even a little bit. Zero fun, sir. All right. Coach Boone's school board made the decision to put you on my staff. I did not hire you. Well, I came up here to coach you. I didn't ask to be assigned to your staff, so I guess we're both in a situation we don't want to be in. Come on! If the game won't play like that, we'll lose every game! But I can guarantee you this, coach. I come to win. We will be perfect in every aspect of the game. Get up, boy! Get up! Get up! Get up! You're still weak on the left side. We're not weak on the left side. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not over. It's not the problem. What is the problem? I don't need you up on my face all the time. I don't care if you like each other or not, but you will respect each other. I want you to tell me something about one of your teammates. I'm rooming with Blue, sir! He wears those leopard spotted underwears, bikini style, sir! Okay, maybe somebody who's not your roommate. Each one of you will spend time every day with a different teammate. Huh? Yes! Does the term cruel and unusual punishment mean anything to you? If you lose a game, they'll fire you. One game, just like that. Brother, don't you know me and your mama went out on their town last night. What did you say? What happened to you? Man, I just gave your mama piggyback riding. She weighs twice as much as I do. What's going on? We wanted to let you know we was gonna warm up a little different tonight. Ain't no mountain high, ain't no valley low. We're gonna let these people know who's gonna win state, right? Right! Right! Right! Right! Right! Right! Right! Greek mythology, the Titans were greater even than the gods. We're gonna change the way we run. They ruled their universe with absolute power. We're gonna change the way we block. What that football feel out there tonight, that's our universe. We're gonna change the way we win. You don't let anything, nothing, come between us. We are team!"
tt0211181.mp4," My client is not a laboratory animal Your client wants out of prison mr. Todd. Dr. Pavlov my client is cured To the miraculous therapy of dr. Pavlov My client actually has an aversion to fire Just decide of barking mad so you won't be wanting this then The devil has been cured if you repeat the offense your entire fortune will go to the dogs I'm not sure what you're talking about Deville has been cured if you repeat the offense your entire fortune will go to the dogs I have so much to atone for today. Cruella Deville rescued a London dog shelter meet Waddlesworth. He's a rock viola looks like a McCool She's making the most of her second chance must be a statement Unfortunately, you have dog domino little zipper and awful Cemptation as a brand new face From Walt Disney Pictures I shall make my vengeance on the next generation Feds a boobies a poopies sookies We need a hundred and two this Thanksgiving Disney's 102 Dalmatians, I think I deserve a second chance to Oh"
tt0211443.mp4," In the year 2455, on a routine training mission, a team of students is about to discover a life form frozen in time. Wow. They're on their way back. Prepare for docking and power up the lab. You brought them on board? Everything's under control, ma'am. What the hell is going on? Jason Voorhees, that's what's going on. He's an unstoppable killing machine. Guys, it's okay. He just wanted his machete back. How do we get off the ship? I don't know. Look, we're gonna be all right. What, are you high? I don't know. He's here. You have got to get them out of there. Hey, Slappy. I think we're finally okay. What the hell is that? You've got to be kidding me. Oh, wow. He's been modified. Oh, you think? You guys might want to run. Let the bodies hit the floor. Let the bodies hit the floor. Hey, go. Hey, go. Hey, go. Hey, go. I don't think he's out there. Why don't you just stick your head out and have a peek?"
tt0211933.mp4," I want you to take a good look around you, Clay. You're creating jobs, you're saving companies. You own half of this city. Hey. Hey. Hey. We're engaged to be married. Clay, you've got your whole life ahead of you. Do I? Come on in. Get acquainted. Not us. When I open up your chest, it is a very real possibility that you will die right here on this table. You'll get your house in order just in case. As soon as you get out, I'll be right here. Go ahead and count back from 10 for me, will you? Ten, nine, eight, seven. Is it good to go? Sleeping like a baby. What? Am I supposed to be asleep right now? Everyone ready to get started here? I can still hear you. It is how life will be. Wait, something's wrong. Am I supposed to be able to still hear you? What's the matter? I don't know what I'm doing. Do not get paranoid. Just inject it to Hart. In an hour, he'll be dead and we'll be rich. Wait, wait, wait. What? No one knows. He'll be toes up on the slab downstairs. Oh my God. They're trying to kill me. This isn't happening. This is just my imagination, that's all. What the hell's going on in here? Everything's fine. You shouldn't be in here. Don't trust him. He's lying to you. I'm not risking my life on some second-rate doctor. He's my friend, mother. I trust him. Scalpel. I am so sorry. You're not gonna die. How are we doing? He's looking good. Okay, open him up. Nice and wide. "
tt0212338.mp4," The parents. What are you driving there for? Oh, yeah. It's an interesting color. You picked it? Oh, no. No, the Hertz guy picked it. Why? Well, they say geniuses pick green. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. I'm not sure. Well, the geniuses pick green. But you didn't pick it. Be nice to this one, okay? Okay, I'll try. Now, he will enter their home. You know, Greg's in medicine, too, Larry. Oh, really? What field? Nursing. Not a lot of men in your profession are there, Greg. And earn his way. You want to hear a story? I milked a cat once. A cat? Into the family. You know, just... I had no idea you could milk a cat. Oh, yeah, you can milk anything with nipples. I have nipples, Greg. Could you milk me? Dad. At least that was the plan. Hey, it's Greg Loganis. Whoa! I just feel like this is not going well at all. We're getting creed, people. We'll have Florence Nightingale over here and play a little defense. No! I don't know what it is, but there's just something about him that's a little off. It's an antique polygraph machine. Why don't you try that on? That's okay. Oh, come on, we'll have some fun. Greg, my father was never in the rare flower business. Don't worry, you'll enjoy this. Have you ever watched pornographic videos? No. Relax, relax, the needles are jumping. He was in the CIA for 34 years. Great. Yeah, I was scared of your dad back when I thought he was a florist. I'm a patient man. That's what 19 months in a Vietnamese prison camp will do to you. But I will be watching you, studying your every move, and I will bring you down, baby. I will bring you down to Chinatown. Did you flush this toilet? No. What's that smell? Greg flushed the toilet in the den so the septic tank is overflowing. No, no, no, no, no, no, no, no! Ah, not the wash! You're doing great, okay? Austin Powers. Meet the parents. You think that's CIA, man? They teach you that in the CIA? You want another question? Sure, I got one question for you. Do I think you're a psycho? Yes. That's my future son-in-law. Can you deal with that?"
tt0212985.mp4," The person I'm looking for is quite well known. He's killed 14 people that we know of. I think he might come after you. At least 30 seconds of every day. Hello. Is this Clarice? Oh hello Clarice. I've been in a state of hibernation. I need some action Clarice. I need to come out of retirement and return to public life. I couldn't help noticing on the FBI's rather dull public website that I have been elevated to the more prestigious 10 most wanted list. Is this coincidence or are you back on the case? If so, goody goody. I have information about Anibal Lecter. Oh, fantastic. You're trying to catch him yourself, aren't you? He killed three policemen while in custody. Turn the face off one of them and he will kill you too. Are you buying a chance trying to trace my whereabouts? You naughty girl. I must confess to you, I'm giving very serious thought. To eating your wife."
tt0214388.mp4," I'm sorry. 100 girls and one of them is my true love. The problem is, I don't know who she is. Matt is looking for the perfect girl. You're never gonna get into that virgin ball, man. But the night that he found her Can you hit the basement button, please? was the night that he lost her. In the morning, she was gone. You're pathetic, man. I mean, you lose your virginity and you don't even get the girl's name. She knew what she wanted for you. Let me see that. I don't recognize this one. Hey, give him back! Now, in order to find her again... All she's gotta do is find the matching bra, those panties. That's not a half bad idea. Yeah. He has to take advice from his friends. What the hell is that? It's gonna help me increase my length and girth. I'm gonna be doing it all night long! Find his confidence around the opposite sex. You're Matt, the maintenance guy, right? I'm the first guy who runs in a Score! Now I wanna see my trophy. Between men and women. Hey, what are these? Are these stress balls? Those are my Ben Waldo's. What? I rock my legs and I get off. Some guys will do anything for a piece of American pie. I gotta call about some rats. From the writer-director of Eight Days a Week. Why, Wile E. Coyote Super Genius or something? Jonathan Tucker. Emanuel Schrieke. Katherine Heigl. James DiBello. Larissa Olenek. Marissa Robisi. Jamie Presley. Do you have any suspects yet? The search is on. I'm the girl from the elephant show. I'm the one man! I'm not the one from the elephant show. I'm not the one with the one. 100 Girls. When you're done, I just need some help moving some furniture. If you don't mind. Need a bob, I sure should."
tt0218619.mp4,"May they rest in peace. For every soul taken, Sometimes I feel like he's still here with me. I mean really here. There is one left behind. I miss you. We gotta get out of here, girl. Cause I feel like dancing. For every new love, I'll set up for nothing less than friends for life. Deal. And one kiss. Run or run for the first time, Cassie. We can do anything. No boundaries. There is one that won't die. Cassie, Cassie. I saw him. I'm worried about you, Cassie. Sean's not coming back. Cassie. You think I'm crazy? I am not crazy. We're getting out of here. I'm not going anywhere. I like it here. There's no one out here. He was here. He was right there. You're in trouble."
tt0218839.mp4," Live from Philadelphia, it's the 125th annual Mayflower Kennel Club Dog Show. 3,000 dogs competing for Best in Show. To think that in some countries these dogs are eaten. Cookie and I work as a team. We met at this dance. He didn't want to dance. I got two left feet. I thought he was kidding. But I wasn't. I was born with two left feet. Beatrice has been showing signs of depression. Ever since you saw us having sex, what would you like to say to Beatrice right now? I'm sorry you had to see that. I've been a hairdresser about 14 years and went to a show. I asked my ex-wife, I said, who's that? She says, that's Scott. We got top blowing, order house, T-bone. We got everything. So basically, you know, mute. Leslie and I have an amazing relationship. People say, oh, but he's so much older than you. And you know what? I'm the one having to push him away. We both love soup. The bloodhound not only has a great nose, but they can talk. What you doing, bloodhound doggy? What you doing? And he's saying I'm ready. That's when you know he's ready for a show. That goal is that best in show ribbon. Actually, poodle means puddle in German. You want your busy bee? Come get your busy bee. God, what did she do to get her tour? She's going to flip out. It's not in here. You left it at the hotel. Go to the hotel and get busy bee. That's my favorite, the miniature schnauzer. You'd think they'd want to breed them bigger, wouldn't you? Grapefruits or watermelons. Don't look at the fat head. Losers are freaks. You look at me. He went after her like she's made out of ham."
tt0219400.mp4," Two best friends with a lust for life Are you happy, dar? Like Bert and Lonnie? Well, not like them, but like Elvis and Priscilla? are taking their husbands on the vacation of a lifetime. See there ain't shit beaut. That's real leather? Well, hell yeah, it's real leather. Dang me. And getting a taste Breakfast of champions of the open road. Why don't I just unstrap a couple of cases of that and let's call it even? I wouldn't call that even, I'd call that a bribe. Buckle up! Oh, my God, we're neighbors! But every vacation has a few roadside attractions. When people are waiting home, they do things they might not normally do. But am I missing something here? Academy Award winner Billy Bob Thornton. Is there a problem? Charlize Theron. We're filthy. I'm not. I'm zestfully clean. Patrick Swayze. I'm gonna kick some butt and take some nags. Natasha Richardson. You call yourself my friend. The jam ride I do. Discover how far friends will go. So what do you say we sacrifice a new car? Before they wake up. To what matters. I've got an idea. Darlene and Roy need to sleep together. It'll make it even. It's like a dealer trade-in. Waking up in Reno. Friends."
tt0228750.mp4, The the people take hostages all over the world sometimes it's purely terror other times are simply about money we wait for contact they make a demand we start negotiating this is what we do we do it the world over and we're very good at it we got a call from to call it this month and they just down there I have some really bad news it's about Peter this morning on this way to work there was a barricade they have ski masks and they have guns my company is the designated KNR consultant what is KNR kidnapping around him what happens now this is a game to game you play with you like it or not Peter's not a game for you it's emotional the people holding Peter it's a business the family are going to require proof of Peter is still alive it's proof of life isn't it you never get a pretty picture this is designed to shake you up I have to get back to my wife if I stay here I'm gonna die I just can't keep hoping you don't spend that much time working on a deal and kill your hostage maybe there are no more deals maybe this whole thing is coming apart you stood in my kitchen and told me my husband was coming home I told you have to trust me and you said you could so wrong then absolutely are you in love with this woman I know what you're holding out hope for you pull this off suddenly it's a fairy tale ending it doesn't work that way and you know it
tt0230600.mp4," Sometimes the world of the dead gets mixed up with the world of the living. As you can see, the housework has been rather neglected since the servants disappeared almost a week ago. Do you mean they just vanished? Into thin air. How do you do, children? I'm your new nanny. Why are you going to leave us two? Why should I leave you? The others said they wouldn't, but they did. And then it happened. Why have you opened the curtains? It was Victor. You told your brother that there was someone else in the room. There was! That'll do, Anne. I've seen them too. Have? Some time later, she'll see them. Then everything will be different. What do you want? They're everywhere. They say this house is theirs. No! Children! Come here! Run! Glad you hear it. There's someone there. I'll have class, teacher. You got this. After your hard schedule today. Where is my daughter? Are you mad? I am your daughter."
tt0233469.mp4," The Wolf has been linked to more than a dozen bombings in the last decade. What's the damage? Two dozen injured, nine dead, a nurse and her little boy. They have a civilian who says he saw the wolf. Did you get a good look at him? I talked to him. The wolf is back in Colombia, but you cannot take the law into your own hands. Thanks for your advice. From the jungles of Colombia. What do you think of this place? Don't even look at those guys unless you can kill them. To the streets of Washington. We're pursuing leads to his whereabouts. That's him. Help me stop him. No one can stop a killer, except the man who knows his face. No! What's the difference between you and I? The difference is I'm just gonna kill you. From the director of The Fugitive, Arnold Schwarzenegger. Collateral damage."
tt0236784.mp4," Welcome to Panama. Thank you, Ambassador. Not the hours now I've got drummed out in Madrid. Foreign Minister's wife, wasn't it? For an agent down to his last chance, Panama is a land of opportunity. Boys back home are concerned to know that the world's biggest trade gates are going to fall into the wrong hands now that it's in the wrong hands. Here, what a good spy really needs. I'm opening up a little network, keeping an eye on the canal. So what's that got to do with me, Mr. Osnart? I'm just a tailor. Is a spy of his own. He's smart, great contacts and no gender. So who is this Andy Osnart? He's looking for information. It's a game. Let's have some fun. Are you seeing the President today, Dad? I am indeed, my son. You want to know something about the canal? There's something between you and my husband. I know it. And he's told you nothing. Welcome to Panama. Casablanca without heroes. Now, he's getting all the information he could ever use. Does your wife bring home papers, canal stuff? Leave Louisa out of this. Really? Even if it's not the truth. He's selling it, Andy, the canal. Gotcha. British liaison material characterizes major duplicity at Panamanian government level. He's been looking at all my private papers. Spying on his own wife. A war doubt. Don't you feel like running wild? Maybe you'd be healthier if you stuck to tailoring. I've got to talk to the ambassador. My rapid response units are on full alert. You've got to stop it. I might stall her. Case of life imitating art. When you've gone down that road, it's over. What have you gotten Harry into? The balance of power... We have to stop all this, you hear? ...is about to be altered. Great."
tt0238380.mp4," The Cleric is the final line of defense. If the Resistance compromises it, we are doomed. In the near future, freedom... You can't do this. You cannot do this. There's nothing we can't do. ...is a thing of the past. It's real. Burn it. Now, betrayed by the state, the only thing more powerful than the system... Welcome to the Underground. Do you know why you came? Yes. Any change in your whole life to fight these kind of odds? ...is the man... What can I do? ...who will overthrow it. I've heard the most disturbing rumor. Rumor, sir. A rumor maintaining that one of the Cleric is actually attempting to contact the Resistance. Then you know what I'm gonna do now."
tt0239986.mp4," In a city of 8 million people, what are the odds that the perfect two will meet? What are you running off to? I got a date tonight. Good for you. You got right back out there, huh, kid? Nothing heals a broken heart like a brand new booty. Tommy is dating Maria. I cannot imagine my sixth grade teacher going out on dates, getting drunk, taking guys home. Why? I don't know, maybe because she was a nun. Who's divorced from Benjamin. I have gained 15 pounds since the divorce. Oh, 15. Okay? Yes. Now I think we should consider getting back together, if for no other reason than my health. Who's stuck on Ashley. I'm really a savage. I know enough savages already. Yeah, yeah, but I'm a savage with a very sweet side. Who's just met Griffin. I'm sorry, is this your father? No, this is Griffin, my dentist. How did you end up with this guy that you're with anyway? Well, I was just sitting in the park one day by school. Are you a model? Who's married to Annie. Flowers, what's the occasion? I need an occasion to buy flowers for my wife. Usually. Who's perfect for Tommy. So are you from New York originally? Yeah, yeah, Queens. Well, that's not really New York, is it? Confused? What do you think? Um, no. Yes and no. So are they. Did I screw it up somehow? Is everything all right? Is there something wrong? If there's something wrong, you should talk to me. Ah. You stay with me a couple weeks, I'll get your head all straightened out. Edward Burns, Rosario Dawson, Heather Graham, David Krumholtz, Brittany Murphy, Stanley Tucci, Dennis Farina. Now take a look at me, for example, Tommy. Tommy, take a look at me, baby. I know, you're Annie Mung. I'm an animal. In a new movie about falling down. Are you having an affair? Why would you ever even think that I would do such a thing? Picking yourself up. Are you flirting with me? I was hoping it was kind of obvious, but I guess I'm not doing that good a job. And getting on with the business of life. If you divorce this guy, you call me that day, I'll jump on a plane no matter where I am in the country. I'll fly back here, I'll take you out that night. Sidewalks of New York. I wanted to know if you would go to dinner with me on Saturday night. That'd be nice."
tt0240462.mp4," To be king of the forest, you need to be wild. You need to be fierce. And sometimes... Could you leave a little for me? Because technically it is my food and... Just a fat. You need the doctor. Don't you know that every female is looking for the strongest male? But what about personality? I'm gonna die a virgin. The strongest male is called the alpha male. Now the alpha male is the big boss. You have to be him. You have to learn how to walk like the alpha male. Walk the walk. Walk the walk. That's right. And talk to alpha male. Talk! I'm still on the walk. It's about pure unchecked, uncompromised, testosterone-driven male power. John, didn't I ask you to line the garbage pails? Hey, you do it your damn self, woman! What? Way to go, alpha male. Shut up! This summer, the doctor makes house calls. You having that sex in 48 years? I'm not asking for much. Every 10 years would be fine. Every 10 years? What, am I a machine? I've heard good things about you from some of the Bay Area families. What are you guys, some kind of mafia or something? Mafia? No, we don't know nothing about no mafia, do we, boys? There's a ringing bell. Would you like a fish? Oh, no thank you. I've eaten already. A to beaver offers you a fish. You take the fish."
tt0243585.mp4," Hey, Stuart, you're up. Mom, Dad, I'm going in. Stuart Little is back. I got it. I got it. With a new friend. Hey, where's the Falcon? Stuart! A new mission. I have to help her. And a new partner. This has fiasco written all over it. She's in terrible trouble. Stuart! What am I, a man or a mouse? Is that a trick question? This summer, a Little And I'm a highway Stuart! goes a long way. Stuart! This is now officially a Littlbox. Stuart Little 2. Are you two still friends or can I eat him? Please."
tt0244521.mp4," I've worked very hard for more than 20 years. What is this? A banana. I devoted my life to the artificial fruit business. Henry never takes any chances. Well, today is Henry's birthday. Did you know what he wants? The exact same brown lamb skin brave case. Bam! What? It's five million dollars. How did this get into your briefcase? It's not my briefcase. Somehow I ended up with some guy's briefcase that's exactly like mine. Probably a payoff to some drug dealer or something. We're rich! But it's not our money. It is now going past. Well, what about the police? Detective Sgt. Gennaro. Detective Slater, NYPD. Oh, really? I need a drink. You don't drink? I don't care. Henry, I've got a problem with this. I'm sorry. I'm sorry. I'm sorry. I'm sorry. Henry, I've never seen you like this before. That's because I've never felt like this before. How about a quickie? Oh, God. Oh, my God. Oh, my God. Is there anybody else in the house? Huh? Gina Johnson. Freddie. Gilbert. Slater. Bad Archie. Who's Archie? Who? Ow! Who? Ow! Where am I? Here we go again. Oh, Lane. Is this a dream? This is the happiest day of our lives. Open wide! I had it again, huh, boys? See what money does to people? This is getting more complicated by the minute."
tt0244970.mp4," You are the only one I haven't met yet. I'm Ray Brown. Jane Goodall. From the moment they met, Jane, you want me to turn the AC up? You're looking a little flushed. she thought he was the man of her dreams. Every time I'm not with you, I'm thinking about you. she never expected He asked you to live with him? Wow. he'd be the one Jane. Yeah? It's over, Jane. to wreck her life. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. to wreck her life. Don't cry. Don't cry. You're gonna be fine. Okay. Now, Jane has to move on. My apartment's been rerunned and I have got to be out of here by Monday. Why don't you move in with me? You're moving in with Eddie? Yeah. The place I was supposed to move into just suddenly fell apart. Luckily, her new roommate has a lot of experience. Romance, true love, none of it exists. and he's teaching her more. What is on your neck? I bit myself shaving. than she ever wanted to know. What's this, party Viagra? You left these earrings in my bathroom. You don't waste any time, do you? Don't underestimate casual sex, Jane. It's very liberating. The truth is, less than 5% of all male animals are monogamous. Jane, these are people, not cows. This is why men can't commit. It's the biological urge to spread their seed. I worry about you, Jane. I really do. I miss you, Jane. I thought you were over this. I'm having second thoughts. No, I forbid it. What are you thinking? You and Ray can live happily ever after with your matching Volvo's and chocolate laps. Did you have any friends growing up? Why are you doing this to yourself? Because if I'm wrong, men don't leave all women. They leave me. Maybe that's why we hold on as hard as we do. You know, we just can't believe that such a miracle can ever happen to us twice. Someday you'll find it again. I wanna feel Hey! Hey! Couldn't sleep? No. Me neither. Ashley Judd, Greg Kinnear, Hugh Jackman, Marissa Tomei. You're a cheerleader, huh? Yes, I am. Show me. Go on. In the story of a woman who thought she had it all figured out. Do you promise not to laugh? No. And the last man she ever expected Whoa! to change her mind. I hate you. Someone like you."
tt0245562.mp4," The most explosive film of the year. We ship out tomorrow morning. Go deep into the trenches with over 12 hours of entertainment to take you behind the scenes of the movie and into the mind of John Woo. I think that story should be told. It paints an accurate portrait of what it must have been like. This three-part film is a collection of the most explosive films of the year. The most explosive film of the year. The most explosive film of the year. The most explosive film of the year. It's an accurate portrait of what it must have been like. This three-disc set contains the extended director's cut. See any combat, Yazi? Looking forward to getting into some. How are you now? Three audio commentaries from John Woo, cast and crew, footage from the actor's boot camp. Some of us were not perfect. Do you understand? Yes, sir! Multiple angle views of key action scenes and much more. There are a lot of explosions and fire bombs. Experience the front lines of John Woo's war epic. Seize fire! You're shelling the ring! Wim Talker's Director's Edition. We gotta get out of here! Own it on DVD today."
tt0245686.mp4," ... [""Who Do You Love?"" by The Bachelorette plays in the background.] What's the story here? I'm a white trash idiot. Whaaaaat? I'm a rocker through and through. Turn it up. Here's my favorite bands. ACDC, Van Halen, not Van Hagar, Skinner... His name is Joe Dirt. Oh, Dirt, did I get you? No, I'm cool. No, you're not. He gets no respect. Don't forget to wipe your dirt. You boys got something to say to me? Why don't you talk into the microphone? I got a backup mic right here. Check, one, two, testing, testing. His job isn't glamorous. You know what? I don't mind being here with a few hot dogs. It's all a... Enough with the hot dogs! I'm lucky it wasn't Hot Chili Day today. And even as a child, his family ditched him. Dad, Mom, where are you? Now to turn his life around. I'm looking for my parents. I lost them at the Grand Canyon when I was eight. They ditched you, Joey. Joe's traveling across our country, digging through the trash... I got a picture of my parents. I don't recognize them. ...and searching for his roots. I can see down your shirt. From the producing team that brought you Deuce Bigelow... Things gonna happen for me. Look, Joe Dirt! ...and Big Daddy comes the tale of a drifter. It ain't a meteor. Yeah, it is. It came out of the sky. It's the big old frozen chunk of toilet waste. You see the peanut? That's space peanut. The story of a rebel. What is this thing? Maybe we should take it over to that place. Los Alamos. Yeah, man. That's definitely what we should do. But first, we'll shoot fireballs at it. Oh, man. We're gonna get so busted. And the saga of a legend. I'm in the crock-pens, okay? Don't try this at home. This crock-pens... No, it's not to match with Sir Joseph Dirt. You didn't hear something of me. The Adventures of Joe Dirt. Oh, and bad pets go bad. Dang."
